title,type,rating,read,last_read,synonyms,mal,anilist,mangaupdates
Spirit Circle,Reading,,,2023-35-08,"Krąg Dusz,Ruh Çemberi,Кольцо духов,スピリットサークル -魂環-,魂環,스피릿 서클,Cincin Roh,Spirit Circle - Les anneaux d'âmes,魂环",https://myanimelist.net/manga/38071,https://anilist.co/manga/68071,https://www.mangaupdates.com/series/78322
Eiyuu no Musume Toshite Umarekawatta Eiyuu wa Futatabi Eiyuu o Mezasu,Reading,,9,2023-38-09,"Eiyū no Musume Toshite Umarekawatta Eiyū wa Futatabi Eiyū o Mezasu,Eiyuu no Musume toshite Umarekawatta Eiyuu wa Futatabi Eiyuu wo Mezasu,Герой, переродившийся дочерью Героев, чтобы вновь стать Героем,英雄の娘として生まれ変わった英雄は再び英雄を目指す,The Hero Who Was Reborn as a Daughter of the Heroes Aims to Become a Hero Again,Người Anh Hùng Tái Sinh Thành Con Gái Của Anh Hùng Lại Một Lần Nữa Hướng Tới Việc Trở Thành Anh Hùng,重生为英雄的女儿的英雄再次想成为英雄,Eiyuu no Musume to Shite Umarekawatta Eiyuu wa Futatabi Eiyuu o Mezasu",https://myanimelist.net/manga/116003,https://anilist.co/manga/101730,https://www.mangaupdates.com/series/147335
Convenient Semi-Friend,Reading,,2,2023-29-12,"Удобная знакомая,好都合セミフレンド,Koutsugou Semi-Friend,편리한 세미프렌드,方便的陪跑友",https://myanimelist.net/manga/165308,https://anilist.co/manga/161772,https://www.mangaupdates.com/series/lretqim
"Ten Years Later, I Married My Nemesis",Reading,,50,2025-53-19,"十年后，和死对头结婚了,Shí Nián Hòu, Hé Sǐduìtóu Jiéhūnle,Married to My Enemy After 10 Years,Shi Nian Hou, He Siduitou Jiehunle,十年后,和死对头结婚了,십년 후, 원수와 결혼했어!",,,https://www.mangaupdates.com/series/yw0fm76
Listening to the Stars,Reading,,4,2023-33-13,"听星,聽星,Слушая звёзды,Tīng Xīng,Wsłuchana w gwiazdy,Listen to the Stars,Ting Xing",,https://anilist.co/manga/165934,https://www.mangaupdates.com/series/ppfnaxd
The Public Moral Committee Member and the Delinquent Who Will Be Together in the Future,Reading,,,2024-08-04,"장래에 사귀게 될 풍기위원과 날라리,Член Комитета общественной морали и правонарушитель, которые будут вместе в будущем,将来付き合うことになる風紀委員と不良生徒,Shourai Tsukiau Koto ni Naru Fuuki-iin to Furyou Seito",,,
Kill Blue,Reading,,30,2023-25-20,"Вбити Блю,キルアオ,Kiruao,Kill Ao,किल नीलो,Килл Блю,Kiru Ao,킬 블루,คิลบลู (Thai)",https://myanimelist.net/manga/157875,https://anilist.co/manga/163495,https://www.mangaupdates.com/series/vyg3wz5
Blue Box,Reading,,,2023-28-20,"アオのハコ,Голубая шкатулка,नीलो बाकस,Kahong Bughaw,الصندوق الأزرق,Ao no Hako,蓝箱,La caja azul,Блакитна скринька,Көк қорап,La caja azul,Kutxa Urdina,Niebieskie pudełko,La caja azul.,निलो बाकस,กล่องรักวัยใส,푸른 상자",https://myanimelist.net/manga/135545,https://anilist.co/manga/132182,https://www.mangaupdates.com/series/170876
"My Sister's Best Friend, My Lover.",Reading,,2.1,2023-32-20,"姉の親友、私の恋人。,Ane no Shinyuu, Watashi no Koibito.,เพื่อนรักของพี่ ที่รักของฉัน,언니의 친구, 나의 애인.,My Sister's Best Friend, My Lover",https://myanimelist.net/manga/146021,https://anilist.co/manga/136609,https://www.mangaupdates.com/series/ng1t6qu
Cats Own the World,Reading,,,2023-56-20,"Jigu-eui Juin-eun Goyang-ida,지구의 주인은 고양이다,Los gatos dominan el mundo,Les Chatas Sont Les Maitres Du Monde !,Коты, владеющие миром,地球の主人は猫にゃん",https://myanimelist.net/manga/177819,https://anilist.co/manga/117921,https://www.mangaupdates.com/series/164036
Sweet Blue Flowers,Reading,,,2023-37-21,"Fleurs Bleues,Flores Azules,Синие цветы,蓝花,青い花,青花,푸른 꽃,青之花,Mavi Çiçekler,Blue Flowers,Aoi Hana,Fleurs bleues (French)",https://myanimelist.net/manga/1363,https://anilist.co/manga/31363,https://www.mangaupdates.com/series/2577
Nemuro-kun wa Kao ga Ii!,Reading,,9,2023-39-22,"Nemuro-Kun has a Beautiful Face!,根室くんは顔がいい！,Nemuro kun face is good!,Nemuro-kun has a nice face!",https://myanimelist.net/manga/163790,https://anilist.co/manga/171823,https://www.mangaupdates.com/series/tytzdr3
Emperor With an Inconceivable Heart,Reading,,2,2024-20-22,"왕신황제,Conqueror of Modern Martial Arts, Kang Haejin,Emperor Of Kings,Conqueror of Modern Martial Arts Kang Haejin,Emperor Wang Xin,Emperor Wangshin,Emperor Wangsin",,,https://www.mangaupdates.com/series/nq55uym
"Guild no Uketsukejou Desu ga, Zangyou wa Iya Nanode Boss wo Solo Toubatsu Shiyou to Omoimasu",Reading,,29,2025-49-21,"I'm The Guild Receptionist, But Since I Don't Want To Work Overtime, I Think I'll Just Solo The Boss,Girumasu,ギルドの受付嬢ですが、残業は嫌なのでボスをソロ討伐しようと思います,虽然是公会柜台小姐，但是因为讨厌加班所以要去单挑BOSS,I May Be a Guild Receptionist, but I'll Solo Any Boss to Clock Out on Time,길드의 접수원입니다만, 잔업은 싫어서 보스를 솔로 토벌하려고 합니다,Guild no Uketsukejou desu ga, Zangyou wa Iya na node Boss wo Solo Tobatsu shiyou to Omoimasu,I May Be a Guild Receptionist, But I’ll Solo Any Boss to Clock Out on Time",https://myanimelist.net/manga/138203,https://anilist.co/manga/134709,https://www.mangaupdates.com/series/184551
Rebirth of the Emperor in the Reverse World,Reading,,,2024-25-31,"Imperial Lord Is Too Popular,帝君实在太抢手,Dìjūn Shízài Tài Qiǎngshǒu,Đế Quân Thật Sự Rất Được Săn Đón,Dijun Shizai Tai Qiangshou",,,https://www.mangaupdates.com/series/vqto8mt
Catulus Syndrome,Reading,,,2024-09-31,"Синдром кошеня,Katorusu Shindoromu,Nekomusume Shoukougun,かとるすしんどろーむ,猫娘症候群,Hội chứng miêu nữ,猫娘症候群(かとるすしんどろーむ),고양이 소녀 증후군",https://myanimelist.net/manga/107182,https://anilist.co/manga/99023,https://www.mangaupdates.com/series/138202
-PIQUANT-,Reading,,2,2024-12-31,"PIQUANT,Pikon - PIQUANT,ピコン -PIQUANT-,피콘 - PIQUANT,嘲讽 -PIQUANT-,嘲諷 -PIQUANT-,-Пикантные-,Пікантні",https://myanimelist.net/manga/168279,https://anilist.co/manga/127547,https://www.mangaupdates.com/series/158827
Amber Darling,Reading,,,2024-29-07,"琥珀の貴方,Kohaku no anata",https://myanimelist.net/manga/167577,,
Now That We Draw,Reading,,,2024-24-08,"描くなるうえは,Kaku Naru Ue wa,그리게 된 이상,Rupa Gambar Kita,Kakunaru Ue ha,Ta Cùng Vẽ Thôi Nào!,既然要画恋爱漫画,Kakunaru Ue wa",https://myanimelist.net/manga/155911,https://anilist.co/manga/161433,https://www.mangaupdates.com/series/6vpifh6
Ashi Gei Shoujo Komura-san,Reading,,3,2024-39-21,"Комура-сан, девушка, что вытворяет трюки ногами,足芸少女こむらさん,FootWork Girl Komura-san,Foot-Art Girl Komura-san,足艺少女小村酱,발재간소녀 코무라 양",https://myanimelist.net/manga/116918,https://anilist.co/manga/105896,https://www.mangaupdates.com/series/148890
Kanan-sama wa Akumade Choroi,Reading,,,2024-51-27,"カナン様はあくまでチョロい,Канан-сама до чертиков проста,Kanan-sama Dibine Kadar Saf,Ác quỷ Kanan dễ đối phó thật đấy,ท่านคานัน ปีศาจต๊อง บ๊องไม่มีใครเกิน,Kanan-sama Is Easy as Hell!,카난 님은 초보 악마",https://myanimelist.net/manga/147494,https://anilist.co/manga/149893,https://www.mangaupdates.com/series/5yoo9wh
Ab-LOVE-cadabra,Reading,,,2024-09-28,"アブラブカダブラ,Aburabukadabura,Ablovecadabra",https://myanimelist.net/manga/168543,https://anilist.co/manga/176254,https://www.mangaupdates.com/series/zeg01o7
Tonari no Neko to Koi Shirazu,Reading,,,2024-10-28,"となねこ,Tonaneko,The Feline Neighbor and the Unversed-in-Love,Cô nàng mèo ngủ gật và Chàng trai hướng nội,與貓相鄰尚不識戀,Learning to Love My Cat-like Classmate,となりの猫と恋知らず,与猫相邻尚不识恋,The Feline Neighbour and the Unversed-in-Love,Tonarino Nekoto Koishirazu",https://myanimelist.net/manga/165770,https://anilist.co/manga/174790,https://www.mangaupdates.com/series/p6gsc1r
Someya Mako no Jansou Meshi,Reading,,,2024-12-28,"染谷まこの雀荘メシ,MakoMeshi,Mako Someya's Kitchen Notes at Roof-Top the Mahjong Parlor,Someya Mako's Mahjong Parlor Food",https://myanimelist.net/manga/122567,https://anilist.co/manga/110963,https://www.mangaupdates.com/series/158051
The Best Ending in the World,Reading,,,2024-13-28,"この世で一番素敵な終わり方,Konoyo de ichiban sutekina owarikata,Лучший конец для этого мира,Kono Yo de Ichiban Suteki na Owarikata",https://myanimelist.net/manga/155437,https://anilist.co/manga/157511,https://www.mangaupdates.com/series/8pygzex
Kanpeki na Imouto,Reading,,11,2024-34-28,"The Perfect Little Sister,完璧な妹",,,
Kao sae Yokereba Ii Kyoushitsu,Reading,,2.1,2024-12-05,"Everyone Has Talent. If Only We Could Realize It.,顔さえよければいい教室,Kaosae Yokereba Ii Kyoushitsu,Lớp học đề cao gương mặt đẹp,Looks are All You Need",https://myanimelist.net/manga/171934,https://anilist.co/manga/164256,https://www.mangaupdates.com/series/b5dhz4x
Damedol to Sekai ni Hitori Dake no Fan,Reading,,32,2025-05-21,"A Useless Idol and the Only Fan in the World,Idol Gak Guna dan Penggemar Satu-satunya di Dunia,ダメドルと世界に1人だけのファン,Uma Idol Inútil E Seu Único Fã No Mundo,Damedol to Sekai ni Hitori Dake no Fan,Una Idol inútil y su único fan en el mundo,Damedol and the Only Fan in the World,The Useless Idol and Her Only Fan in the World,Damedoru to Sekai ni Hitori Dake no Fan,Бесполезный айдол и единственный фанат в мире,ダメドルと世界に一人だけのファン",https://myanimelist.net/manga/158565,https://anilist.co/manga/165012,https://www.mangaupdates.com/series/d7v2o35
I Was the Final Boss,Reading,,,2024-21-13,"보스였음,Boss-yeosseum,Eu costumava ser um Boss!,I Used to A Boss,Ancient Boss of the Abyss,I Used to Be a Boss,Я босс,Я был финальным боссом башни,อดีตบอสหอคอย,曾经是最终BOSS,(元)ラスボスと申します。,Boss yeosseum,Boss-yeosseum,Bossyeosseum,보스였음",https://myanimelist.net/manga/154119,https://anilist.co/manga/159385,https://www.mangaupdates.com/series/pif01fy
Is This Hero for Real?,Reading,,62,2024-06-16,"Це точно герой?,이 용사 실화냐,Is This a Real Hero?,Is This Hero for Real?,Is This Warrior for Real?,이 용사 실화냐?,Это настоящая история героя,Deu a Louca no Herói?,¿Es este héroe real?,Is This Warrior Real?,この勇者、前代未聞!?",https://myanimelist.net/manga/149906,https://anilist.co/manga/145966,https://www.mangaupdates.com/series/196799
"Gomi Ika da to Tsuihousareta Shounin, Jitsu wa Zensei Kenja Desu ~Shijou Saikyou no Kenja, Sekai Saikou Hou no Gakuen ni Kayou~",Reading,,,2024-34-11,"ゴミ以下だと追放された使用人、実は前世賢者です ～史上最強の賢者、世界最高峰の学園に通う～,The Servant Who Was Banished for Being Less Than Trash Is Actually a Sage in a Previous Life: The Most Powerful Sage in History Attends the World's Most Prestigious Academy,The Servant Who Was Banished for Being Less Than Trash Is Actually a Sage in a Previous Life ~ The Most Powerful Sage in History Attends the World’s Most Prestigious Academy.,Gomi Ika da to Tsuihousareta Shounin, Jitsu wa Zensei Kensha desu",https://myanimelist.net/manga/172120,,https://www.mangaupdates.com/series/2fus2mx
Ane ni Naritai Ane VS Yuri ni Naritai Imouto,Reading,,4,2024-12-12,"姉になりたい義姉VS百合になりたい義妹,The Big Stepsis Who Wants to Be a Big Sister vs. the Little Stepsis Who Wants to Be Yuri,Người chị kế cố gắng ra dáng người chị với cô em kế muốn chơi Yuri!,Ane ni Naritai Gishi VS Yuri ni Naritai Gimai",https://myanimelist.net/manga/158148,https://anilist.co/manga/157812,https://www.mangaupdates.com/series/tgq6zpr
Oshi no Bishoujo ni Kokuhaku sareru Hanashi,Reading,,2,2024-11-12,"오시인 미소녀에게 고백받는 이야기,推しの美少女に告白される話,I was Confessed to by my Beautiful Oshi,How My Favorite Beautiful Girl Told Me She Loved Me,Yuzu and Rika",https://myanimelist.net/manga/166273,https://anilist.co/manga/173495,https://www.mangaupdates.com/series/jr7lts2
Cosplay Yuri Ecchi Anthology,Reading,,,2024-49-11,コスプレ百合えっちアンソロジー,https://myanimelist.net/manga/167444,https://anilist.co/manga/162357,
Kono Bijutsubu ni wa Mondai ga Aru!,Reading,,5,2024-22-04,"Konobi,这个美术部有问题！,Konobiju,この美術部には問題がある！,Kono Bijutsubu Niwa Mondai Ga Aru!,С этим клубом точно что-то не так!,This Art Club Has a Problem!,!نادي الفنون هذا يعاني من خطب,There's a Problem With This Art Club!,この美術部には問題がある!",https://myanimelist.net/manga/50331,https://anilist.co/manga/80331,https://www.mangaupdates.com/series/83155
Magical Realm Shopkeeper,Reading,,53,2025-26-11,"A Part Timer From Another World,Isegye Pyeondori,La tienda de conveniencia de otro mundo,気づいたら異世界でコンビニ店員してました,異世界打工仔,Convenience Store Worker From Another World,Isekai Convenience Store Worker,이세계 편돌이,Isegye Pyeondori,A Part Timer From Another World,異世界打工仔,La tienda de conveniencia de otro mundo",,https://anilist.co/manga/180572,https://www.mangaupdates.com/series/6sfzxee
Gaitou Alice,Reading,,,2024-58-17,"Gaito Arisu,Kaitou Alice,骸盗アリス,骸盗爱丽丝,骸盗爱丽丝 (KURAGE Ichi)",https://myanimelist.net/manga/89261,https://anilist.co/manga/86305,https://www.mangaupdates.com/series/119119
"Shangri-La Frontier ~Kusoge Hunter, Kamige ni Idoman to su~",Reading,,106,2025-55-10,"Рубеж Шангри-Ла: любитель игрошлака бросает вызов топ игре,シャングリラ・フロンティア　～クソゲーハンター、神ゲーに挑まんとす～,香格里拉・開拓異境～糞作獵手挑戰神作～,Shangri-La Frontier ~From Trash Game Hunter to God-Tier Gamer!~,Shangri-La Frontier - o caçador de jogos ruins experimenta um jogo Divino.,Shanfro,Shanfuro,Shangri-La Frontier ~เมื่อนักล่าเกมขยะท้าสู้ในเกมเทพ~,Shangrila Frontier,シャングリラ・フロンティア〜クソゲーハンター、神ゲーに挑まんとす〜,シャンフロ,香格里拉・開拓異境~糞作獵手挑戰神作~,샹그릴라 프론티어,Shangri-La Frontier",https://myanimelist.net/manga/130331,https://anilist.co/manga/122063,https://www.mangaupdates.com/series/170231
"Please Behave, My Wife",Reading,,,2024-10-05,"老婆请安分,Vợ ơi, xin hãy ngoan nhé!,Lǎopó qǐng ānfèn,Lǎopó Qǐng'ān Fèn,Laopo Qing'an Fen,Wife, Please Be at Peace,Wife Please Be Obedient",,https://anilist.co/manga/169585,https://www.mangaupdates.com/series/yho4sms
Amasaya,Reading,,20,2024-14-12,あまさや,,,
Yuri Love Slave - Futari dake no Houkago,Reading,,2,2024-19-05,"百合ラブスレイブ わたしだけの委員長,YURI LOVE SLAVE～放学后的二人世界,百合ラブスレイブ ふたりだけの放課後,Yuri Love Slave - Futari dake no Houkago",https://myanimelist.net/manga/147305,https://anilist.co/manga/132041,https://www.mangaupdates.com/series/zzknmle
Me and My 26 Year Old Female Tenants,Reading,,2,2024-46-18,"me and my 26 year old tenants,Wo he 26 Sui Meinu Fangke,我和26岁美女房客,My Pretty Tenants,My Sexy Tenants and I",,https://anilist.co/manga/126595,https://www.mangaupdates.com/series/159797
Akuyaku Reijou Level 99: Watashi wa UraBoss desu ga Maou de wa Arimasen,Reading,,19,2024-41-22,"Antagonis Level 99~ Aku Memang Bos Rahasia, Tapi Aku Bukanlah Raja Iblis~,ยัยตัวร้าย เลเวล99,恶役千金LV99,悪役令嬢レベル99,Personnage au niveau 99 - Bien que je sois en réalité le boss caché, je ne suis pas le Roi Démon,Antagonis Level 99,悪役令嬢レベル99～私は裏ボスですが魔王ではありません～,Злодейка 99 уровня: Я могу быть скрытым боссом, но я не Король демонов,悪役令嬢レベル99 ～私は裏ボスですが魔王ではありません～,Nữ Phụ Phản Diện Lv99! Tôi Là Trùm Cuối Nhưng Không Phải Là Ma Vương!,Villainess Level 99 ~I May Be the Hidden Boss but I'm Not the Demon Lord~,Akuyaku Reijou Level 99: Watashi wa UraBoss desu ga Maou de wa arimasen,Akuyaku Reijô Level 99,Nữ Phụ Phản Diện Lv99! Tôi Là Trùm Cuối Nhưng Không Phải Là Ma Vương!,Villainess Level 99,ชีวิตไม่ง่ายของนางร้าย LV99 ~ฉันคือบอสลับค่ะ ไม่ใช่จอมมาร~ (Phoenix Next)",https://myanimelist.net/manga/124305,https://anilist.co/manga/118519,https://www.mangaupdates.com/series/162806
Strange and Mysterious Daily Tales!,Reading,,,2024-18-18,"Kimyou de Kaii na Nichijou Tan!,奇妙で怪異な日常譚！,Kimyou de Kaii na Nichijoutan!",https://myanimelist.net/manga/163171,https://anilist.co/manga/162403,https://www.mangaupdates.com/series/oldkryn
Isshou Senkin,Reading,,,2024-52-21,"一勝千金,STAR: Strike it Rich,ST✰R: Strike it Rich,Звезда: Бей, богатей,Бесценная Победа",https://myanimelist.net/manga/158356,https://anilist.co/manga/163923,https://www.mangaupdates.com/series/tgfayds
S Rank Boukensha de Aru Ore no Musume-tachi wa Juudo no Father Con de Shita,Reading,,40,2024-55-27,"Sランク冒険者である俺の娘たちは重度のファザコンでした,Мои дочери, которые являются искателями приключений S-ранга, очень сильно увлеклись,身为S级冒险者的我，女儿却是重度父控,My Daughters, S-Rank Adventurers, Have a Severe Obsession With Their Father,My daughters of S-ranked adventurers have a heavy father complex,S Rank Boukensha de Aru Ore no Musume-tachi wa Juudo no Father Con deshita",https://myanimelist.net/manga/126634,https://anilist.co/manga/119821,https://www.mangaupdates.com/series/166415
Succubus ga Yattekita Ohanashi,Reading,,37,2024-02-09,"サキュバスがやってきたお話,Chuyện nàng Succubus,The Story of a Succubus Who Came to the Human World,La Sucubo ha Llegado",,,https://www.mangaupdates.com/series/bei6fnn
Majo no Tabitabi,Reading,,3,2024-56-28,"Странствия Ведьмы Элейны,魔女の旅々,魔女之旅,Penyihir Pengembara: Perjalanan Elaina,The Journey of Elaina,Wandering Witch,Majo no Tabitabi,魔女之旅,Majo no Tabitabi: The Journey of Elaina,Wandering Witch: The Journey of Elaina,Elainas Reise,Путешествие Элейны,การเดินทางของคุณแม่มด,Elainas Reise (German),마녀의 여행",https://myanimelist.net/manga/116831,https://anilist.co/manga/105913,https://www.mangaupdates.com/series/151886
This Monster Wants to Eat Me,Reading,,3,2024-12-29,"A Monster Wants to Eat Me,私を喰べたい、ひとでなし,Монстр, что хочет съесть меня,Watashi wo Tabetai, Hitodenashi,想吃掉我的非人少女,想吃掉我的非人少女,Có thứ muốn ăn thịt tôi,Có Thứ Muốn Ăn Thịt Tôi,หากวันใดใครตนนั้นใคร่กลืนกิน,Watashi o Tabetai, Hitodenashi",https://myanimelist.net/manga/129656,https://anilist.co/manga/123777,https://www.mangaupdates.com/series/171460
The Lecture You Would Never Want Your Parents to Give You,Reading,,47,2025-19-06,"Лекция, которую вы бы не хотели услышать от родителей,親に絶対されたくない説教,Bài Thuyết Giáo mà ta Không bao giờ Muốn nghe từ phụ Huynh,El regaño que nunca quisieras recibir de tus padres,La charla que nunca quieres que te den tus padres.,Le sermon que vous ne voudriez jamais recevoir de vos parents,Nghe ba mẹ Thuyết Giảng,Oya ni Zettai Saretakunai Sekkyou,Wykład, którego nie chciałbyś od rodziców",,,https://www.mangaupdates.com/series/9jinkhv
Kyou mo E ni Kaita Mochi ga Umai,Reading,,5,2024-10-12,"今日も絵に描いた餅が美味い@COMIC,The Mochi I Drew Is Tasty Today Too,今天画出来的年糕也很美味,今日も絵に描いた餅が美味い＠ＣＯＭＩＣ",https://myanimelist.net/manga/143826,https://anilist.co/manga/145828,https://www.mangaupdates.com/series/3oubxm6
Yamada-kun to Lv999 no Koi wo Suru,Reading,,7,2024-12-13,"山田くんとLv999の恋をする,My Love Story With Yamada-Kun at LVL 999,和山田進行Lv999的戀愛,和山田进行LV.999的恋爱,My Love Story with Yamada-kun at Lv999,Моє кохання до Ямади-куна 999 рівня,Minha História de Amor com Yamada-kun Nível 999,Loving Yamada at Lv999!,My Lvl999 Love for Yamada Kun,Yamada kun to Lv999 no Koi wo Suru,和山田進行LV.999的戀愛",https://myanimelist.net/manga/125052,https://anilist.co/manga/109501,https://www.mangaupdates.com/series/155916
New Normal,Reading,,,2024-47-13,"新常態,ニューノーマル,नयाँ सामान्य,Новая норма,New Normal - Nueva normalidad,Nyuu Noomaru,Nyū Nōmaru,Yeni Normal,новая обыденность,โลกยุคใหม่ของฉันกับเธอ,뉴노멀,New Normal",https://myanimelist.net/manga/138516,https://anilist.co/manga/129725,https://www.mangaupdates.com/series/177516
Please Get Out of My Household,Reading,,4,2024-49-13,"Please Get Out of My Clan Family,家門から出ていってください,Please Get Out of My Family,Get Out of My House,내 가문에서 꺼져 주세요",,,https://www.mangaupdates.com/series/i3do7kl
"Destiny Unchain Online ~Kyuuketsu-ki Shoujo to natte, Yagate『Aka no Maou』to Yobareru You ni Narimashita~",Reading,,49,2024-37-06,"Destiny Unchain Online เดสทินี อันเชน ออนไลน์ ~เมื่อผมกลายเป็นสาวน้อยผีดูดเลือดแล้วถูกขนานนามว่าจอมมารสีชาด~,Destiny Unchain Online 〜吸血鬼少女となって、やがて『赤の魔王』と呼ばれるようになりました〜,Destiny Unchain Online 〜成为吸血鬼少女，不久后被称为『红之魔王』〜,Destiny Unchain Online 데스티니 언체인 온라인 〜흡혈귀 소녀가 되어, 이윽고『붉은 마왕』이라 불리게 되었습니다〜,Destiny Unchain Online: After Becoming a Vampire Girl, I Eventually Became Known as ""Crimson Demon King"",Destiny Unchain Online: Bị biến thành thiếu nữ ma cà rồng, tôi được biết đến với tên gọi ""Xích Sắc Ma Vương"",Destiny Unchain Online",https://myanimelist.net/manga/149567,https://anilist.co/manga/153825,https://www.mangaupdates.com/series/90fdtn0
My Girlfriend's Not Here Today,Reading,,,2024-47-30,"今日はカノジョがいないから,Kyou wa Kanojo ga Inai kara,因为今天女友不在,因為今天女友不在,Yīn wéi jīntiān nǚyǒu bùzài,Today, She is not here…,Today, My Girlfriend's Not Here, So,เพราะรักนี้ไม่ได้มีแค่สองเรา,오늘은 여자친구가 없으니까,Kyou wa Kanojo ga Inai Kara,KyouKano,Today, She Is Not Here...",https://myanimelist.net/manga/137840,https://anilist.co/manga/135802,https://www.mangaupdates.com/series/183885
【Oshi no Ko】(Fan Colored),Reading,,,2024-47-30,"推しの子,【推しの子】,เกิดใหม่เป็นลูกโอชิ (Luckpim),[Oshi No Ko],Criança que deve ser suportada,Filho de sua favorita,Hijos predilectos,L'Enfant d'une Star,Ma Star,Mein*Star,My Star,Oshi no Ko - Anak Idola,Το Αστέρι μου,Звёздное Дитя,Ребёнок идола,الفتاة التي ادعمها,اوشی نو کو,فرزند آیدول مورد علاقهام,نجمتي,【최애의 아이】,Oshi no Ko,""Oshi no Ko"",최애의 아이,Moja gwiazda,Oşi no Ko: Seçtiğim Yıldız,Oshi no Ko - Dưới ánh hào quang,Yıldız'ın Çocukları,【推しの子】,推しの子",https://myanimelist.net/manga/126146,https://anilist.co/manga/117195,https://www.mangaupdates.com/series/164920
A Cute Guy,Reading,,,2024-47-30,"可愛男孩,Si Cowok Imut,かわいいひと,Kawaii Hito,かわいいひと (Tatsubon),Kawaii Hito (Tatsubon)",https://myanimelist.net/manga/151378,https://anilist.co/manga/138598,https://www.mangaupdates.com/series/176981
Gyaru × Gyaru no Yuri desu,Reading,,,2025-50-11,"ギャル×ギャルの百合です,It's Gyaru × Gyaru Yuri.",,,
Kimi Meku Yoru ni Kogarete,Reading,,,2025-48-14,"Yearning for a Night Full of You,君めく夜に焦がれて,너와 닮은 밤을 동경해서",,https://anilist.co/manga/178728,https://www.mangaupdates.com/series/btygn05
Late Valentine,Reading,,,2025-52-14,"Chikoku Valentine,遅刻バレンタイン",,,
Valentine's Day,Reading,,,2025-50-14,バレンタインデー,,,
My Intern Bullied Me Again!,Reading,,,2025-53-14,"I Was Beaten Down By The Younger Generation Again,又被后辈下克上,I've Been Defeated by The Younger Generation Again,You Bei Houbei Xia Ke Shang,Yòu Bèi Hòubèi Xià Kè Shàng,You Bei Hou Bei Xia Ke Shang,Yòu Bèi Hòu Bèi Xià Kè Shàng",,,https://www.mangaupdates.com/series/wz60jtu
Manga de Tsudzuru Yuri na Hibi,Reading,,,2025-53-14,"まんがで綴る百合な日々,まんがで綴る百合な日々 女×女のバカップル同棲日記,Manga de Tsudzuru Yuri na Hibi - Onna x Onna Bakappuru Dousei Nikki",https://myanimelist.net/manga/88490,,https://www.mangaupdates.com/series/gkn6d1b
Love Gives Me Superpowers,Reading,,,2025-58-14,"戀愛讓我有了超能力,恋爱让我有了超能力,Lian'ai Rang Wo Youle Chao Nengli,Falling In Love Gives Me Superpowers,Liàn'ài Ràng Wǒ Yǒule Chāo Nénglì,Love Gave Me Super Powers",,https://anilist.co/manga/185204,https://www.mangaupdates.com/series/n5v2m8c
Mi-chan to Airi,Reading,,,2025-58-14,"みーちゃんとアイリ,Mi-chan and Airi",https://myanimelist.net/manga/133947,https://anilist.co/manga/104976,https://www.mangaupdates.com/series/159025
Girl Meets Rock!,Reading,,56,2025-11-09,"ふつうの軽音部,Девушка встречает Рок,Garota conhece o rock!,¡La chica que conoció el rock!,La fille qui découvre le rock !,Het meisje dat rock ontdekte!,Futsuu no Keionbu,An Ordinary Light Music Club,Futsu no Keionbu,Futsū no Keion-bu",https://myanimelist.net/manga/166080,https://anilist.co/manga/173343,https://www.mangaupdates.com/series/6efvamt
Lucciola to Makyou no Shoukanin,Reading,,,2025-50-11,"ルキオラと魔境の商館員,Lucciola's Merchant Travelogue",https://myanimelist.net/manga/170813,https://anilist.co/manga/183715,https://www.mangaupdates.com/series/lhnfkan
TS Eiseihei-san no Senjou Nikki,Reading,,10,2024-31-20,"TS Eiseihei-san no Senjou Nikki,Genderswapped Medic's Battlefield Diary,TS衛生兵さんの戦場日記,TS Medic's Battlefield Diary,Diário de Guerra da Enfermeira Transgênero",https://myanimelist.net/manga/162772,https://anilist.co/manga/168928,https://www.mangaupdates.com/series/4scaqqq
"Senpai, Oishiidesu ka?",Reading,,,2024-47-30,"Senpai, Does It Taste Good?,先輩、美味しいですか？,Senpai, Oishii desu ka?",https://myanimelist.net/manga/154915,https://anilist.co/manga/138884,https://www.mangaupdates.com/series/iyqw5d5
Kimi no Fude wo Oritai,Reading,,,2024-47-30,"君の筆を折りたい,I want to crush your brush,想要折斷你的筆,Aku ingin mematahkan kuasmu,Kimi no Fude o Oritai,想要折断你的笔",https://myanimelist.net/manga/160059,https://anilist.co/manga/140201,https://www.mangaupdates.com/series/g4tamfv
Onii-chan Is Done For! Official Anthology Comic,Reading,,,2024-47-30,"Onii-chan wa Oshimai! Koushiki Anthology Comic,お兄ちゃんはおしまい！ 公式アンソロジーコミック,Мой братик теперь не братик! Официальная комикс-антология!,Onii-chan wa Oshimai! Official Anthology Comic,Onimai: Koushiki Anthology Comic,Onimai: Official Anthology Comic",https://myanimelist.net/manga/150485,https://anilist.co/manga/136495,https://www.mangaupdates.com/series/191589
Shoujo Manga Protagonist x Rival-San (Serialization),Reading,,,2024-47-30,"少女漫画主人公×ライバルさん,Shoujo Manga Protagonist x Rival-San,Shoujo Manga Shujinko x Raibaru san,ยัยตัวร้ายตั้งใจจะขุดหลุมรัก,순정만화 주인공X라이벌,Sunjeong Manhwa Juingong X Raibeol,Shoujo Manga Héroine x Rivale,Nữ chính x Tình địch san",https://myanimelist.net/manga/125870,https://anilist.co/manga/117925,https://www.mangaupdates.com/series/165948
